season,week,celebrity_name,nonbayes_vote_share
4,5,Apolo Anton Ohno,0.16944435238838196
4,6,Apolo Anton Ohno,0.1877788007259369
4,7,Apolo Anton Ohno,0.2191440761089325
4,8,Apolo Anton Ohno,0.25994861125946045
4,9,Apolo Anton Ohno,0.3108072876930237
4,10,Apolo Anton Ohno,0.3346281945705414
4,1,Billy Ray Cyrus,0.173267662525177
4,2,Billy Ray Cyrus,0.17326882481575012
4,3,Billy Ray Cyrus,0.17336803674697876
4,4,Billy Ray Cyrus,0.17536364495754242
4,5,Billy Ray Cyrus,0.1779736578464508
4,6,Billy Ray Cyrus,0.16747070848941803
4,7,Billy Ray Cyrus,0.1333545744419098
4,8,Billy Ray Cyrus,0.06113292649388313
4,1,Clyde Drexler,0.00808461382985115
4,2,Clyde Drexler,0.008082817308604717
4,3,Clyde Drexler,0.007782141212373972
4,4,Clyde Drexler,0.0071742781437933445
4,5,Clyde Drexler,0.006297013256698847
4,1,Heather Mills,0.009680413641035557
4,2,Heather Mills,0.009678184054791927
4,3,Heather Mills,0.009324219077825546
4,4,Heather Mills,0.00863095186650753
4,5,Heather Mills,0.007641573902219534
4,6,Heather Mills,0.0065130204893648624
4,1,Ian Ziering,0.16591493785381317
4,2,Ian Ziering,0.16591572761535645
4,3,Ian Ziering,0.16479697823524475
4,4,Ian Ziering,0.16726161539554596
4,5,Ian Ziering,0.17292971909046173
4,6,Ian Ziering,0.1801977902650833
4,7,Ian Ziering,0.17803893983364105
4,8,Ian Ziering,0.15192586183547974
4,9,Ian Ziering,0.07118649780750275
4,1,Joey Fatone,0.16127854585647583
4,2,Joey Fatone,0.16127900779247284
4,3,Joey Fatone,0.1613505631685257
4,4,Joey Fatone,0.16358625888824463
4,5,Joey Fatone,0.1743355393409729
4,6,Joey Fatone,0.189941868185997
4,7,Joey Fatone,0.21571260690689087
4,8,Joey Fatone,0.2617518901824951
4,9,Joey Fatone,0.30833378434181213
4,10,Joey Fatone,0.3319653570652008
4,1,John Ratzenberger,0.15911994874477386
4,2,John Ratzenberger,0.15912120044231415
4,3,John Ratzenberger,0.15440939366817474
4,4,John Ratzenberger,0.14298823475837708
4,5,John Ratzenberger,0.11577926576137543
4,6,John Ratzenberger,0.0786493569612503
4,7,John Ratzenberger,0.037230297923088074
4,1,Laila Ali,0.16313518583774567
4,2,Laila Ali,0.16313545405864716
4,3,Laila Ali,0.1677963137626648
4,4,Laila Ali,0.17203859984874725
4,5,Laila Ali,0.17559894919395447
4,6,Laila Ali,0.18944844603538513
4,7,Laila Ali,0.21651946008205414
4,8,Laila Ali,0.26524069905281067
4,9,Laila Ali,0.30967241525650024
4,10,Laila Ali,0.3334065079689026
4,1,Leeza Gibbons,0.0003720600507222116
4,2,Leeza Gibbons,0.00037197457277216017
4,3,Leeza Gibbons,0.00036805536365136504
4,4,Leeza Gibbons,0.0003598596667870879
4,1,Paulina Porizkova,0.0001600498944753781
4,2,Paulina Porizkova,0.0001600266114110127
4,1,Shandi Finnessey,0.00022213543707039207
4,2,Shandi Finnessey,0.00022207423171494156
4,3,Shandi Finnessey,0.00021981749159749597
5,1,Albert Reed,0.00021161085169296712
5,2,Albert Reed,0.000208861572900787
5,1,Cameron Mathison,0.14913396537303925
5,2,Cameron Mathison,0.15036629140377045
5,3,Cameron Mathison,0.15198148787021637
5,4,Cameron Mathison,0.15094701945781708
5,5,Cameron Mathison,0.1465795338153839
5,6,Cameron Mathison,0.13438966870307922
5,7,Cameron Mathison,0.09530195593833923
5,8,Cameron Mathison,0.04304182156920433
5,1,Floyd Mayweather Jr.,0.0005676642176695168
5,2,Floyd Mayweather Jr.,0.0005597910494543612
5,3,Floyd Mayweather Jr.,0.0005394198233261704
5,4,Floyd Mayweather Jr.,0.0005032551707699895
5,1,Helio Castroneves,0.14192719757556915
5,2,Helio Castroneves,0.14511309564113617
5,3,Helio Castroneves,0.1552482694387436
5,4,Helio Castroneves,0.16610626876354218
5,5,Helio Castroneves,0.18178629875183105
5,6,Helio Castroneves,0.19878940284252167
5,7,Helio Castroneves,0.22732795774936676
5,8,Helio Castroneves,0.2588062882423401
5,9,Helio Castroneves,0.30342233180999756
5,10,Helio Castroneves,0.32589903473854065
5,1,Jane Seymour,0.13123588263988495
5,2,Jane Seymour,0.13058525323867798
5,3,Jane Seymour,0.12424830347299576
5,4,Jane Seymour,0.11340199410915375
5,5,Jane Seymour,0.09127016365528107
5,6,Jane Seymour,0.062625452876091
5,7,Jane Seymour,0.030298279598355293
5,1,Jennie Garth,0.15111044049263
5,2,Jennie Garth,0.15298612415790558
5,3,Jennie Garth,0.156324565410614
5,4,Jennie Garth,0.16314736008644104
5,5,Jennie Garth,0.172587051987648
5,6,Jennie Garth,0.1832023561000824
5,7,Jennie Garth,0.1866675615310669
5,8,Jennie Garth,0.15879443287849426
5,9,Jennie Garth,0.06896801292896271
5,1,Josie Maran,0.0001696535327937454
5,1,Marie Osmond,0.15057389438152313
5,2,Marie Osmond,0.15227219462394714
5,3,Marie Osmond,0.15974055230617523
5,4,Marie Osmond,0.17260779440402985
5,5,Marie Osmond,0.19246351718902588
5,6,Marie Osmond,0.21460051834583282
5,7,Marie Osmond,0.23903118073940277
5,8,Marie Osmond,0.28102514147758484
5,9,Marie Osmond,0.3243602514266968
5,10,Marie Osmond,0.3483877182006836
5,1,Mark Cuban,0.061089109629392624
5,2,Mark Cuban,0.05555284395813942
5,3,Mark Cuban,0.0439382940530777
5,4,Mark Cuban,0.0301198773086071
5,5,Mark Cuban,0.017695626243948936
5,1,Mel B,0.1443822681903839
5,2,Mel B,0.1473340392112732
5,3,Mel B,0.1525418609380722
5,4,Mel B,0.1612420380115509
5,5,Mel B,0.16977103054523468
5,6,Mel B,0.1893286257982254
5,7,Mel B,0.22137309610843658
5,8,Mel B,0.25833234190940857
5,9,Mel B,0.3032493591308594
5,10,Mel B,0.3257131576538086
5,1,Sabrina Bryan,0.06924775242805481
5,2,Sabrina Bryan,0.06467556953430176
5,3,Sabrina Bryan,0.055103469640016556
5,4,Sabrina Bryan,0.04192443564534187
5,5,Sabrina Bryan,0.02784670516848564
5,6,Sabrina Bryan,0.017063990235328674
5,1,Wayne Newton,0.00035056794877164066
5,2,Wayne Newton,0.00034589983988553286
5,3,Wayne Newton,0.0003336611553095281
6,1,Adam Carolla,0.0004152798210270703
6,2,Adam Carolla,0.00041519023943692446
6,3,Adam Carolla,0.00041164952563121915
6,4,Adam Carolla,0.0004010869306512177
6,1,Cristian de la Fuente,0.163898304104805
6,2,Cristian de la Fuente,0.1638984978199005
6,3,Cristian de la Fuente,0.16396120190620422
6,4,Cristian de la Fuente,0.17342455685138702
6,5,Cristian de la Fuente,0.18899135291576385
6,6,Cristian de la Fuente,0.207583487033844
6,7,Cristian de la Fuente,0.23858633637428284
6,8,Cristian de la Fuente,0.26320773363113403
6,9,Cristian de la Fuente,0.3083617687225342
6,10,Cristian de la Fuente,0.33291879296302795
6,1,Jason Taylor,0.15304766595363617
6,2,Jason Taylor,0.1530475616455078
6,3,Jason Taylor,0.15789282321929932
6,4,Jason Taylor,0.16574284434318542
6,5,Jason Taylor,0.1810465157032013
6,6,Jason Taylor,0.20585694909095764
6,7,Jason Taylor,0.2288481593132019
6,8,Jason Taylor,0.2697299122810364
6,9,Jason Taylor,0.31423479318618774
6,10,Jason Taylor,0.3392593562602997
6,1,Kristi Yamaguchi,0.14681385457515717
6,2,Kristi Yamaguchi,0.14681360125541687
6,3,Kristi Yamaguchi,0.149579256772995
6,4,Kristi Yamaguchi,0.1581582874059677
6,5,Kristi Yamaguchi,0.17067526280879974
6,6,Kristi Yamaguchi,0.19050362706184387
6,7,Kristi Yamaguchi,0.221644327044487
6,8,Kristi Yamaguchi,0.259797602891922
6,9,Kristi Yamaguchi,0.30364078283309937
6,10,Kristi Yamaguchi,0.32782182097435
6,1,Mario,0.14901244640350342
6,2,Mario,0.14901241660118103
6,3,Mario,0.15140479803085327
6,4,Mario,0.15033289790153503
6,5,Mario,0.1416240632534027
6,6,Mario,0.12325895577669144
6,7,Mario,0.0890992134809494
6,8,Mario,0.04100934416055679
6,1,Marissa Jaret Winokur,0.1681242138147354
6,2,Marissa Jaret Winokur,0.16812440752983093
6,3,Marissa Jaret Winokur,0.17119021713733673
6,4,Marissa Jaret Winokur,0.17575931549072266
6,5,Marissa Jaret Winokur,0.18307392299175262
6,6,Marissa Jaret Winokur,0.19130124151706696
6,7,Marissa Jaret Winokur,0.19346053898334503
6,8,Marissa Jaret Winokur,0.1662554144859314
6,9,Marissa Jaret Winokur,0.07376266270875931
6,1,Marlee Matlin,0.0919756069779396
6,2,Marlee Matlin,0.0919758677482605
6,3,Marlee Matlin,0.08443484455347061
6,4,Marlee Matlin,0.06728292256593704
6,5,Marlee Matlin,0.04541022330522537
6,6,Marlee Matlin,0.024439532309770584
6,1,Monica Seles,0.0001808618544600904
6,2,Monica Seles,0.00018083550094161183
6,1,Penn Jillette,0.0001791930408217013
6,2,Penn Jillette,0.00017917128570843488
6,1,Priscilla Presley,0.0007969697471708059
6,2,Priscilla Presley,0.000796845240984112
6,3,Priscilla Presley,0.000789277080912143
6,4,Priscilla Presley,0.0007675617234781384
6,5,Priscilla Presley,0.000721954507753253
6,1,Shannon Elizabeth,0.1253107190132141
6,2,Shannon Elizabeth,0.12531080842018127
6,3,Shannon Elizabeth,0.12009309232234955
6,4,Shannon Elizabeth,0.10813049972057343
6,5,Shannon Elizabeth,0.08845671266317368
6,6,Shannon Elizabeth,0.05705620348453522
6,7,Shannon Elizabeth,0.028361361473798752
6,1,Steve Guttenberg,0.00024486970505677164
6,2,Steve Guttenberg,0.000244803202804178
6,3,Steve Guttenberg,0.00024280999787151814
7,1,Brooke Burke,0.13816693425178528
7,2,Brooke Burke,0.14123426377773285
7,3,Brooke Burke,0.14846496284008026
7,4,Brooke Burke,0.15497861802577972
7,5,Brooke Burke,0.16647936403751373
7,6,Brooke Burke,0.18582025170326233
7,7,Brooke Burke,0.2076110541820526
7,8,Brooke Burke,0.2544788718223572
7,9,Brooke Burke,0.3154257535934448
7,10,Brooke Burke,0.34099334478378296
7,1,Cloris Leachman,0.12880456447601318
7,2,Cloris Leachman,0.12057139724493027
7,3,Cloris Leachman,0.09847131371498108
7,4,Cloris Leachman,0.07986216247081757
7,5,Cloris Leachman,0.05476604029536247
7,6,Cloris Leachman,0.02853568084537983
7,1,Cody Linley,0.15018095076084137
7,2,Cody Linley,0.15262259542942047
7,3,Cody Linley,0.1590149700641632
7,4,Cody Linley,0.16452135145664215
7,5,Cody Linley,0.17331281304359436
7,6,Cody Linley,0.19152787327766418
7,7,Cody Linley,0.20265139639377594
7,8,Cody Linley,0.17104850709438324
7,9,Cody Linley,0.07498028874397278
7,1,Jeffrey Ross,0.000163275224622339
7,1,Kim Kardashian,0.00026063949917443097
7,2,Kim Kardashian,0.00025974688469432294
7,1,Lance Bass,0.1506195366382599
7,2,Lance Bass,0.1544664055109024
7,3,Lance Bass,0.16125282645225525
7,4,Lance Bass,0.1671651005744934
7,5,Lance Bass,0.1848086565732956
7,6,Lance Bass,0.19851796329021454
7,7,Lance Bass,0.22592540085315704
7,8,Lance Bass,0.2630101144313812
7,9,Lance Bass,0.28904488682746887
7,10,Lance Bass,0.3124745488166809
7,1,Maurice Greene,0.15163764357566833
7,2,Maurice Greene,0.15331371128559113
7,3,Maurice Greene,0.1552160233259201
7,4,Maurice Greene,0.1560479700565338
7,5,Maurice Greene,0.1491939276456833
7,6,Maurice Greene,0.1354300081729889
7,7,Maurice Greene,0.0958830788731575
7,8,Maurice Greene,0.043072253465652466
7,1,Misty May-Treanor,0.00024263732484541833
7,2,Misty May-Treanor,0.0002418358635623008
7,1,Rocco DiSpirito,0.0004044080851599574
7,2,Rocco DiSpirito,0.00040288432501256466
7,3,Rocco DiSpirito,0.0003972658596467227
7,4,Rocco DiSpirito,0.0003889544168487191
7,1,Susan Lucci,0.13204802572727203
7,2,Susan Lucci,0.12712132930755615
7,3,Susan Lucci,0.11711478233337402
7,4,Susan Lucci,0.10714458674192429
7,5,Susan Lucci,0.08772394806146622
7,6,Susan Lucci,0.05464278161525726
7,7,Susan Lucci,0.02720201574265957
7,1,Ted McGinley,0.00015794072533026338
7,1,Toni Braxton,0.0006565568037331104
7,2,Toni Braxton,0.0006538411253131926
7,3,Toni Braxton,0.0006442179437726736
7,4,Toni Braxton,0.000630162947345525
7,5,Toni Braxton,0.0005975578096695244
7,1,Warren Sapp,0.14665693044662476
7,2,Warren Sapp,0.1491120606660843
7,3,Warren Sapp,0.15942363440990448
7,4,Warren Sapp,0.169261172413826
7,5,Warren Sapp,0.18311773240566254
7,6,Warren Sapp,0.2055254429578781
7,7,Warren Sapp,0.2407270073890686
7,8,Warren Sapp,0.26839032769203186
7,9,Warren Sapp,0.3205490708351135
7,10,Warren Sapp,0.34653204679489136
8,1,Belinda Carlisle,0.00014752577408216894
8,2,Belinda Carlisle,0.00014750981063116342
8,1,Chuck Wicks,0.12815949320793152
8,2,Chuck Wicks,0.12815961241722107
8,3,Chuck Wicks,0.1266726404428482
8,4,Chuck Wicks,0.12360859662294388
8,5,Chuck Wicks,0.11323071271181107
8,6,Chuck Wicks,0.0891430526971817
8,7,Chuck Wicks,0.05614159256219864
8,8,Chuck Wicks,0.026457663625478745
8,1,David Alan Grier,0.00043157945037819445
8,2,David Alan Grier,0.00043150532292202115
8,3,David Alan Grier,0.0004288808850105852
8,4,David Alan Grier,0.000420661672251299
8,5,David Alan Grier,0.00039948298945091665
8,1,Denise Richards,0.00018713777535595
8,2,Denise Richards,0.00018708466086536646
8,3,Denise Richards,0.00018607443780638278
8,1,Gilles Marini,0.12306848913431168
8,2,Gilles Marini,0.12306830286979675
8,3,Gilles Marini,0.1270757019519806
8,4,Gilles Marini,0.13394351303577423
8,5,Gilles Marini,0.1466580182313919
8,6,Gilles Marini,0.1683775931596756
8,7,Gilles Marini,0.19491775333881378
8,8,Gilles Marini,0.2197316437959671
8,9,Gilles Marini,0.2537643313407898
8,10,Gilles Marini,0.2952427864074707
8,11,Gilles Marini,0.3202892541885376
8,1,Holly Madison,0.0004554517799988389
8,2,Holly Madison,0.00045535792014561594
8,3,Holly Madison,0.000452566659078002
8,4,Holly Madison,0.00044369586976245046
8,1,Lawrence Taylor,0.11671469360589981
8,2,Lawrence Taylor,0.11671490967273712
8,3,Lawrence Taylor,0.11266164481639862
8,4,Lawrence Taylor,0.10171829164028168
8,5,Lawrence Taylor,0.0800190344452858
8,6,Lawrence Taylor,0.0489019975066185
8,7,Lawrence Taylor,0.02436259016394615
8,1,Lil' Kim,0.12750540673732758
8,2,Lil' Kim,0.12750530242919922
8,3,Lil' Kim,0.12899450957775116
8,4,Lil' Kim,0.13168050348758698
8,5,Lil' Kim,0.13520798087120056
8,6,Lil' Kim,0.13373468816280365
8,7,Lil' Kim,0.12467564642429352
8,8,Lil' Kim,0.08645316958427429
8,9,Lil' Kim,0.038331400603055954
8,1,Melissa Rycroft,0.12619133293628693
8,2,Melissa Rycroft,0.1261911690235138
8,3,Melissa Rycroft,0.1302538365125656
8,4,Melissa Rycroft,0.13822397589683533
8,5,Melissa Rycroft,0.15275125205516815
8,6,Melissa Rycroft,0.17071965336799622
8,7,Melissa Rycroft,0.19725550711154938
8,8,Melissa Rycroft,0.23450353741645813
8,9,Melissa Rycroft,0.26111742854118347
8,10,Melissa Rycroft,0.3154107630252838
8,11,Melissa Rycroft,0.3421678841114044
8,1,Shawn Johnson,0.13053332269191742
8,2,Shawn Johnson,0.13053321838378906
8,3,Shawn Johnson,0.13401903212070465
8,4,Shawn Johnson,0.14269086718559265
8,5,Shawn Johnson,0.15428578853607178
8,6,Shawn Johnson,0.17237639427185059
8,7,Shawn Johnson,0.19676323235034943
8,8,Shawn Johnson,0.2255793809890747
8,9,Shawn Johnson,0.2591704726219177
8,10,Shawn Johnson,0.3111475110054016
8,11,Shawn Johnson,0.3375428020954132
8,1,Steve Wozniak,0.0006011230289004743
8,2,Steve Wozniak,0.0006010085926391184
8,3,Steve Wozniak,0.0005970246274955571
8,4,Steve Wozniak,0.00058441620785743
8,1,Steve-O,0.10317885130643845
8,2,Steve-O,0.10317935794591904
8,3,Steve-O,0.09253630042076111
8,4,Steve-O,0.07221423834562302
8,5,Steve-O,0.04608522355556488
8,6,Steve-O,0.022855404764413834
8,1,Ty Murray,0.14282554388046265
8,2,Ty Murray,0.1428256630897522
8,3,Ty Murray,0.1461217999458313
8,4,Ty Murray,0.1544712483882904
8,5,Ty Murray,0.17136254906654358
8,6,Ty Murray,0.1938912272453308
8,7,Ty Murray,0.2058836817741394
8,8,Ty Murray,0.20727454125881195
8,9,Ty Murray,0.18761636316776276
8,10,Ty Murray,0.07819889485836029
9,1,Aaron Carter,0.11257751286029816
9,2,Aaron Carter,0.11408734321594238
9,3,Aaron Carter,0.1192670539021492
9,4,Aaron Carter,0.12521831691265106
9,5,Aaron Carter,0.1231783926486969
9,6,Aaron Carter,0.1096886470913887
9,7,Aaron Carter,0.08118779957294464
9,8,Aaron Carter,0.036809343844652176
9,1,Ashley Hamiliton,0.00012057665298925713
9,1,Chuck Liddell,0.0002767387486528605
9,2,Chuck Liddell,0.0002754920278675854
9,3,Chuck Liddell,0.0002718749165069312
9,4,Chuck Liddell,0.00026389211416244507
9,1,Debi Mazar,0.0002329877024749294
9,2,Debi Mazar,0.0002319503837497905
9,3,Debi Mazar,0.00022899261966813356
9,1,Donny Osmond,0.11854591220617294
9,2,Donny Osmond,0.1204761266708374
9,3,Donny Osmond,0.1264667510986328
9,4,Donny Osmond,0.13599887490272522
9,5,Donny Osmond,0.15196821093559265
9,6,Donny Osmond,0.18197377026081085
9,7,Donny Osmond,0.2251063883304596
9,8,Donny Osmond,0.2793814539909363
9,9,Donny Osmond,0.3308255076408386
9,10,Donny Osmond,0.35189127922058105
9,1,Joanna Krupa,0.11678557842969894
9,2,Joanna Krupa,0.12038998305797577
9,3,Joanna Krupa,0.12351483106613159
9,4,Joanna Krupa,0.1312267929315567
9,5,Joanna Krupa,0.1457747370004654
9,6,Joanna Krupa,0.15866151452064514
9,7,Joanna Krupa,0.17533555626869202
9,8,Joanna Krupa,0.15511265397071838
9,9,Joanna Krupa,0.05986529961228371
9,1,Kathy Ireland,0.00014017964713275433
9,2,Kathy Ireland,0.00013956849579699337
9,1,Kelly Osbourne,0.12427676469087601
9,2,Kelly Osbourne,0.12841300666332245
9,3,Kelly Osbourne,0.13355252146720886
9,4,Kelly Osbourne,0.14382480084896088
9,5,Kelly Osbourne,0.16329877078533173
9,6,Kelly Osbourne,0.1948968768119812
9,7,Kelly Osbourne,0.22895541787147522
9,8,Kelly Osbourne,0.27624350786209106
9,9,Kelly Osbourne,0.3195783495903015
9,10,Kelly Osbourne,0.3399282693862915
9,1,Louie Vito,0.09165442734956741
9,2,Louie Vito,0.08778934925794601
9,3,Louie Vito,0.07830117642879486
9,4,Louie Vito,0.06409808993339539
9,5,Louie Vito,0.04384942352771759
9,6,Louie Vito,0.02419775351881981
9,1,Macy Gray,0.00012057665298925713
9,1,Mark Dacascos,0.1090516522526741
9,2,Mark Dacascos,0.10832058638334274
9,3,Mark Dacascos,0.10512181371450424
9,4,Mark Dacascos,0.09615468233823776
9,5,Mark Dacascos,0.08047904074192047
9,6,Mark Dacascos,0.05655684322118759
9,7,Mark Dacascos,0.03191567584872246
9,1,Melissa Joan Hart,0.08325909078121185
9,2,Melissa Joan Hart,0.0779750868678093
9,3,Melissa Joan Hart,0.06728886067867279
9,4,Melissa Joan Hart,0.052374452352523804
9,5,Melissa Joan Hart,0.03718138858675957
9,6,Melissa Joan Hart,0.02165120095014572
9,1,Michael Irvin,0.1301940530538559
9,2,Michael Irvin,0.12823133170604706
9,3,Michael Irvin,0.1280837506055832
9,4,Michael Irvin,0.12216681241989136
9,5,Michael Irvin,0.10552379488945007
9,6,Michael Irvin,0.07544375211000443
9,7,Michael Irvin,0.037253886461257935
9,1,Mya,0.11215374618768692
9,2,Mya,0.11306276172399521
9,3,Mya,0.11730291694402695
9,4,Mya,0.1283281445503235
9,5,Mya,0.14842376112937927
9,6,Mya,0.17692969739437103
9,7,Mya,0.22024522721767426
9,8,Mya,0.2524530589580536
9,9,Mya,0.28973084688186646
9,10,Mya,0.3081805109977722
9,1,Natalie Coughlin,0.00036197167355567217
9,2,Natalie Coughlin,0.0003603439254220575
9,3,Natalie Coughlin,0.0003555600414983928
9,4,Natalie Coughlin,0.0003451060620136559
9,5,Natalie Coughlin,0.0003224960819352418
9,1,Tom DeLay,0.0002482666168361902
9,2,Tom DeLay,0.00024714076425880194
9,3,Tom DeLay,0.00024393765488639474
10,1,Aiden Turner,0.0003886952472385019
10,2,Aiden Turner,0.00038861215580254793
10,3,Aiden Turner,0.0003835461102426052
10,4,Aiden Turner,0.00037179680657573044
10,1,Buzz Aldrin,0.000275827624136582
10,2,Buzz Aldrin,0.00027575972490012646
10,3,Buzz Aldrin,0.000272172357654199
10,1,Chad Ochocinco,0.17558784782886505
10,2,Chad Ochocinco,0.17558830976486206
10,3,Chad Ochocinco,0.1748955249786377
10,4,Chad Ochocinco,0.17747841775417328
10,5,Chad Ochocinco,0.18666376173496246
10,6,Chad Ochocinco,0.18944351375102997
10,7,Chad Ochocinco,0.1913842111825943
10,8,Chad Ochocinco,0.16721677780151367
10,9,Chad Ochocinco,0.07850155234336853
10,1,Erin Andrews,0.16032761335372925
10,2,Erin Andrews,0.16032756865024567
