season,week,celebrity_name,bayes_vote_share,bayes_vote_share_sd
2,2,Lisa Rinna,0.12188220024108887,0.027812030166387558
2,3,Lisa Rinna,0.11318403482437134,0.031809378415346146
2,4,Lisa Rinna,0.12203917652368546,0.04034478962421417
2,5,Lisa Rinna,0.1029801070690155,0.03325434401631355
2,6,Lisa Rinna,0.11279640346765518,0.033915527164936066
2,7,Lisa Rinna,0.10455559939146042,0.027458416298031807
2,1,Master P,0.1450764238834381,0.02329256944358349
2,2,Master P,0.18309806287288666,0.03784226253628731
2,3,Master P,0.19377683103084564,0.02651113271713257
2,4,Master P,0.10038651525974274,0.014826403930783272
2,1,Stacy Keibler,0.09473922103643417,0.02274283953011036
2,2,Stacy Keibler,0.09771323949098587,0.027978915721178055
2,3,Stacy Keibler,0.09971980005502701,0.02482772059738636
2,4,Stacy Keibler,0.10785922408103943,0.03514035418629646
2,5,Stacy Keibler,0.1210813820362091,0.0439675934612751
2,6,Stacy Keibler,0.1484522521495819,0.04191381111741066
2,7,Stacy Keibler,0.15773175656795502,0.04549511894583702
2,8,Stacy Keibler,0.18340221047401428,0.09328381717205048
2,1,Tatum O'Neal,0.0704454630613327,0.018511787056922913
2,2,Tatum O'Neal,0.050949577242136,0.009108965285122395
2,1,Tia Carrere,0.09458990395069122,0.02792014181613922
2,2,Tia Carrere,0.08231735229492188,0.026463016867637634
2,3,Tia Carrere,0.08631053566932678,0.028910178691148758
2,4,Tia Carrere,0.09170150011777878,0.03096037171781063
2,5,Tia Carrere,0.09100358933210373,0.02835761196911335
3,1,Emmitt Smith,0.10434313863515854,0.024737505242228508
3,2,Emmitt Smith,0.1353607326745987,0.03689488396048546
3,3,Emmitt Smith,0.1610417515039444,0.04066689312458038
3,4,Emmitt Smith,0.16519580781459808,0.041544221341609955
3,5,Emmitt Smith,0.18354135751724243,0.03938673436641693
3,6,Emmitt Smith,0.27046287059783936,0.07597164064645767
3,7,Emmitt Smith,0.25114068388938904,0.051384735852479935
3,8,Emmitt Smith,0.32920515537261963,0.056143101304769516
3,9,Emmitt Smith,0.3413833677768707,0.08841065317392349
3,10,Emmitt Smith,0.5188881158828735,0.14225992560386658
3,1,Harry Hamlin,0.07322319597005844,0.021044783294200897
3,2,Harry Hamlin,0.03991611301898956,0.012592707760632038
3,3,Harry Hamlin,0.012769259512424469,0.0035376520827412605
3,1,Jerry Springer,0.12251703441143036,0.029131034389138222
3,2,Jerry Springer,0.14220218360424042,0.031760625541210175
3,3,Jerry Springer,0.1370951533317566,0.031063931062817574
3,4,Jerry Springer,0.15238872170448303,0.04048706963658333
3,5,Jerry Springer,0.1118737980723381,0.030961178243160248
3,6,Jerry Springer,0.06410346180200577,0.02314055897295475
3,7,Jerry Springer,0.027467282488942146,0.008853726089000702
3,1,Joey Lawrence,0.1023913025856018,0.022237306460738182
3,2,Joey Lawrence,0.12376157939434052,0.030552247539162636
3,3,Joey Lawrence,0.14666466414928436,0.03854891285300255
3,4,Joey Lawrence,0.16424812376499176,0.03863612189888954
3,5,Joey Lawrence,0.18593180179595947,0.04357030242681503
3,6,Joey Lawrence,0.24402065575122833,0.06965165585279465
3,7,Joey Lawrence,0.28008556365966797,0.056143615394830704
3,8,Joey Lawrence,0.3268425762653351,0.052620477974414825
3,9,Joey Lawrence,0.32894253730773926,0.08948399871587753
3,1,Mario Lopez,0.1055031269788742,0.023256121203303337
3,2,Mario Lopez,0.14067505300045013,0.04379727691411972
3,3,Mario Lopez,0.14364582300186157,0.034643545746803284
3,4,Mario Lopez,0.15348906815052032,0.03551077842712402
3,5,Mario Lopez,0.1679631620645523,0.03832533210515976
3,6,Mario Lopez,0.24955974519252777,0.06951465457677841
3,7,Mario Lopez,0.2870529890060425,0.04873837158083916
3,8,Mario Lopez,0.2961280941963196,0.05245022103190422
3,9,Mario Lopez,0.3296740651130676,0.09108627587556839
3,10,Mario Lopez,0.4811118245124817,0.14225992560386658
3,1,Monique Coleman,0.10846499353647232,0.024453967809677124
3,2,Monique Coleman,0.11591590195894241,0.0316128171980381
3,3,Monique Coleman,0.14158064126968384,0.03619205579161644
3,4,Monique Coleman,0.14640051126480103,0.039112769067287445
3,5,Monique Coleman,0.15533173084259033,0.03576391935348511
3,6,Monique Coleman,0.17185331881046295,0.05511482059955597
3,7,Monique Coleman,0.15425343811511993,0.0409119538962841
3,8,Monique Coleman,0.04782412201166153,0.011140537448227406
3,1,Sara Evans,0.11536870896816254,0.026395434513688087
3,2,Sara Evans,0.13788971304893494,0.03624805063009262
3,3,Sara Evans,0.1602848470211029,0.04306076839566231
3,4,Sara Evans,0.17319267988204956,0.044504132121801376
3,5,Sara Evans,0.18160323798656464,0.04524385929107666
3,1,Shanna Moakler,0.05780269578099251,0.01560706365853548
3,2,Shanna Moakler,0.016092725098133087,0.004132003057748079
3,1,Tucker Carlson,0.03352253884077072,0.006796087604016066
3,1,Vivica A. Fox,0.08084607869386673,0.02506977505981922
3,2,Vivica A. Fox,0.05591309070587158,0.020353201776742935
3,3,Vivica A. Fox,0.02757137455046177,0.010941277258098125
3,4,Vivica A. Fox,0.011677137576043606,0.003567527746781707
3,1,Willa Ford,0.09601729363203049,0.022783702239394188
3,2,Willa Ford,0.09227307140827179,0.027348095551133156
3,3,Willa Ford,0.06934639811515808,0.022893209010362625
3,4,Willa Ford,0.033407919108867645,0.010958279483020306
3,5,Willa Ford,0.013754874467849731,0.0033958451822400093
4,1,Apolo Anton Ohno,0.09747380018234253,0.024193860590457916
4,2,Apolo Anton Ohno,0.11178033798933029,0.03308137506246567
4,3,Apolo Anton Ohno,0.1292017251253128,0.0364377535879612
4,4,Apolo Anton Ohno,0.1354006677865982,0.03797389939427376
4,5,Apolo Anton Ohno,0.14903709292411804,0.03848705813288689
4,6,Apolo Anton Ohno,0.17632931470870972,0.04298190400004387
4,7,Apolo Anton Ohno,0.19756996631622314,0.043943632394075394
4,8,Apolo Anton Ohno,0.265321284532547,0.05620940029621124
4,9,Apolo Anton Ohno,0.3185669183731079,0.051228106021881104
4,10,Apolo Anton Ohno,0.3377816081047058,0.11171141266822815
4,1,Billy Ray Cyrus,0.10039159655570984,0.02821197360754013
4,2,Billy Ray Cyrus,0.1355859935283661,0.03316930681467056
4,3,Billy Ray Cyrus,0.13976112008094788,0.03490034118294716
4,4,Billy Ray Cyrus,0.15330860018730164,0.0391586497426033
4,5,Billy Ray Cyrus,0.1937834620475769,0.04809103533625603
4,6,Billy Ray Cyrus,0.20121456682682037,0.04511290416121483
4,7,Billy Ray Cyrus,0.1549583077430725,0.03647405654191971
4,8,Billy Ray Cyrus,0.04279090091586113,0.010568859986960888
4,1,Clyde Drexler,0.1037004217505455,0.026323791593313217
4,2,Clyde Drexler,0.09797825664281845,0.024143729358911514
4,3,Clyde Drexler,0.07449337840080261,0.02025539241731167
4,4,Clyde Drexler,0.05228526145219803,0.01902982033789158
4,5,Clyde Drexler,0.018305879086256027,0.005428913049399853
4,1,Heather Mills,0.09090603142976761,0.020840760320425034
4,2,Heather Mills,0.09036991000175476,0.024608463048934937
4,3,Heather Mills,0.0831170529127121,0.026170436292886734
4,4,Heather Mills,0.06241980940103531,0.020117295905947685
4,5,Heather Mills,0.034493714570999146,0.012297599576413631
4,6,Heather Mills,0.013337846845388412,0.004265571013092995
4,1,Ian Ziering,0.1017988994717598,0.02407771721482277
4,2,Ian Ziering,0.12254756689071655,0.040167201310396194
4,3,Ian Ziering,0.12653298676013947,0.03318144753575325
4,4,Ian Ziering,0.1463010162115097,0.035885438323020935
4,5,Ian Ziering,0.15721626579761505,0.03997178375720978
4,6,Ian Ziering,0.1821221113204956,0.04448288679122925
4,7,Ian Ziering,0.2051384299993515,0.038784053176641464
4,8,Ian Ziering,0.16148799657821655,0.040318433195352554
4,9,Ian Ziering,0.04838314652442932,0.013371950946748257
4,1,Joey Fatone,0.10077156126499176,0.023564908653497696
4,2,Joey Fatone,0.10346103459596634,0.028278350830078125
4,3,Joey Fatone,0.12971024215221405,0.03437221422791481
4,4,Joey Fatone,0.12993067502975464,0.035238832235336304
4,5,Joey Fatone,0.15195094048976898,0.03722898289561272
4,6,Joey Fatone,0.16983091831207275,0.04064713418483734
4,7,Joey Fatone,0.21434791386127472,0.04768552631139755
4,8,Joey Fatone,0.253263920545578,0.049107860773801804
4,9,Joey Fatone,0.32720810174942017,0.054923441261053085
4,10,Joey Fatone,0.34040287137031555,0.11134711652994156
4,1,John Ratzenberger,0.10398448258638382,0.02482207678258419
4,2,John Ratzenberger,0.12035898119211197,0.032650988548994064
4,3,John Ratzenberger,0.14923568069934845,0.039702560752630234
4,4,John Ratzenberger,0.15687233209609985,0.0439172200858593
4,5,John Ratzenberger,0.14246998727321625,0.04295167699456215
4,6,John Ratzenberger,0.08693309128284454,0.029224779456853867
4,7,John Ratzenberger,0.025791268795728683,0.006538261193782091
4,1,Laila Ali,0.09915260225534439,0.025386564433574677
4,2,Laila Ali,0.11777786910533905,0.030190574005246162
4,3,Laila Ali,0.12983742356300354,0.036669496446847916
4,4,Laila Ali,0.15159247815608978,0.036050401628017426
4,5,Laila Ali,0.15274260938167572,0.03754822537302971
4,6,Laila Ali,0.17023217678070068,0.04151129722595215
4,7,Laila Ali,0.2021942287683487,0.046739283949136734
4,8,Laila Ali,0.27713584899902344,0.05563786253333092
4,9,Laila Ali,0.3058418035507202,0.05193111672997475
4,10,Laila Ali,0.3218156695365906,0.11232353746891022
4,1,Leeza Gibbons,0.08338028192520142,0.020663967356085777
4,2,Leeza Gibbons,0.05515577271580696,0.02126518450677395
4,3,Leeza Gibbons,0.026262104511260986,0.009908298030495644
4,4,Leeza Gibbons,0.011889271438121796,0.003794224001467228
4,1,Paulina Porizkova,0.051923882216215134,0.01717728190124035
4,2,Paulina Porizkova,0.014370862394571304,0.00428765406832099
4,1,Shandi Finnessey,0.06651640683412552,0.01686595380306244
4,2,Shandi Finnessey,0.03061329573392868,0.010856530629098415
4,3,Shandi Finnessey,0.011848189868032932,0.003615924157202244
5,1,Albert Reed,0.05274592712521553,0.012594047002494335
5,2,Albert Reed,0.013940858654677868,0.004452061839401722
5,1,Cameron Mathison,0.10218146443367004,0.02170461043715477
5,2,Cameron Mathison,0.1267477571964264,0.03420332446694374
5,3,Cameron Mathison,0.13937397301197052,0.039139389991760254
5,4,Cameron Mathison,0.15751522779464722,0.044921740889549255
5,5,Cameron Mathison,0.16101035475730896,0.037532415241003036
5,6,Cameron Mathison,0.15733475983142853,0.03930109366774559
5,7,Cameron Mathison,0.10951857268810272,0.031703587621450424
5,8,Cameron Mathison,0.03096621111035347,0.00851455982774496
5,1,Floyd Mayweather Jr.,0.07986721396446228,0.019483843818306923
5,2,Floyd Mayweather Jr.,0.053653210401535034,0.01892310567200184
5,3,Floyd Mayweather Jr.,0.027365667745471,0.009286638349294662
5,4,Floyd Mayweather Jr.,0.010931137949228287,0.0037624582182615995
5,1,Helio Castroneves,0.09692303836345673,0.02223573438823223
5,2,Helio Castroneves,0.10978157073259354,0.02921970933675766
5,3,Helio Castroneves,0.13261009752750397,0.03499426692724228
5,4,Helio Castroneves,0.16170766949653625,0.04437783360481262
5,5,Helio Castroneves,0.1728551983833313,0.03752121329307556
5,6,Helio Castroneves,0.18436679244041443,0.03753100708127022
5,7,Helio Castroneves,0.22610460221767426,0.054784804582595825
5,8,Helio Castroneves,0.27122271060943604,0.0546807125210762
5,9,Helio Castroneves,0.3041611909866333,0.0498463399708271
5,10,Helio Castroneves,0.3241497874259949,0.11756118386983871
5,1,Jane Seymour,0.10612562298774719,0.024406401440501213
5,2,Jane Seymour,0.11071755737066269,0.02745726890861988
5,3,Jane Seymour,0.13249416649341583,0.040405262261629105
5,4,Jane Seymour,0.13146889209747314,0.038654860109090805
5,5,Jane Seymour,0.11412076652050018,0.035868290811777115
5,6,Jane Seymour,0.0706603080034256,0.02161901257932186
5,7,Jane Seymour,0.022309625521302223,0.00660707987844944
5,1,Jennie Garth,0.09896519780158997,0.023261334747076035
5,2,Jennie Garth,0.1199093833565712,0.03959914669394493
5,3,Jennie Garth,0.13801030814647675,0.039209119975566864
5,4,Jennie Garth,0.1494951695203781,0.039277609437704086
5,5,Jennie Garth,0.17415645718574524,0.03814076632261276
5,6,Jennie Garth,0.18886350095272064,0.04575250297784805
5,7,Jennie Garth,0.20925672352313995,0.056952979415655136
5,8,Jennie Garth,0.17240232229232788,0.0369475856423378
5,9,Jennie Garth,0.04794131591916084,0.011828143149614334
5,1,Josie Maran,0.027731038630008698,0.005333504639565945
5,1,Marie Osmond,0.09695121645927429,0.021824203431606293
5,2,Marie Osmond,0.12400568276643753,0.03457161411643028
5,3,Marie Osmond,0.13683034479618073,0.03704511374235153
5,4,Marie Osmond,0.14981535077095032,0.03854591026902199
5,5,Marie Osmond,0.1753494143486023,0.033829912543296814
5,6,Marie Osmond,0.21773473918437958,0.043515004217624664
5,7,Marie Osmond,0.21171234548091888,0.044846802949905396
5,8,Marie Osmond,0.27145740389823914,0.052432361990213394
5,9,Marie Osmond,0.3289225697517395,0.059371646493673325
5,10,Marie Osmond,0.34139060974121094,0.1267905831336975
5,1,Mark Cuban,0.09160621464252472,0.01794588938355446
5,2,Mark Cuban,0.08895649760961533,0.022838180884718895
5,3,Mark Cuban,0.07352567464113235,0.023537326604127884
5,4,Mark Cuban,0.036284614354372025,0.013334717601537704
5,5,Mark Cuban,0.013539931736886501,0.004055500961840153
5,1,Mel B,0.0919823870062828,0.021215293556451797
5,2,Mel B,0.12044743448495865,0.030687524005770683
5,3,Mel B,0.13504444062709808,0.03732077404856682
5,4,Mel B,0.14797505736351013,0.038945604115724564
5,5,Mel B,0.15986913442611694,0.04187711328268051
5,6,Mel B,0.1683470606803894,0.04134833440184593
5,7,Mel B,0.2210981547832489,0.04595958814024925
5,8,Mel B,0.25395137071609497,0.05069895088672638
5,9,Mel B,0.3189748525619507,0.05480366200208664
5,10,Mel B,0.33445975184440613,0.1319287121295929
5,1,Sabrina Bryan,0.08192391693592072,0.020656263455748558
5,2,Sabrina Bryan,0.09892872720956802,0.033598724752664566
5,3,Sabrina Bryan,0.07196389883756638,0.02341775968670845
5,4,Sabrina Bryan,0.05480687692761421,0.019036469981074333
5,5,Sabrina Bryan,0.02909887582063675,0.009716721251606941
5,6,Sabrina Bryan,0.01269283052533865,0.004077153746038675
5,1,Wayne Newton,0.07299666851758957,0.017939751967787743
5,2,Wayne Newton,0.03291133791208267,0.011569609865546227
5,3,Wayne Newton,0.012781505472958088,0.003509579924866557
6,1,Adam Carolla,0.07469668239355087,0.017313243821263313
6,2,Adam Carolla,0.052059873938560486,0.020496180281043053
6,3,Adam Carolla,0.025326799601316452,0.009675501845777035
6,4,Adam Carolla,0.01194730494171381,0.003403161419555545
6,1,Cristian de la Fuente,0.09907657653093338,0.022004736587405205
6,2,Cristian de la Fuente,0.12498294562101364,0.03477398306131363
6,3,Cristian de la Fuente,0.13798406720161438,0.03738662227988243
6,4,Cristian de la Fuente,0.16135023534297943,0.04632914811372757
6,5,Cristian de la Fuente,0.17885693907737732,0.03961522504687309
6,6,Cristian de la Fuente,0.19624799489974976,0.04699428007006645
6,7,Cristian de la Fuente,0.2291853129863739,0.046944111585617065
6,8,Cristian de la Fuente,0.26762694120407104,0.05157874897122383
6,9,Cristian de la Fuente,0.3042943477630615,0.046814873814582825
6,10,Cristian de la Fuente,0.3353150486946106,0.13557401299476624
6,1,Jason Taylor,0.09599505364894867,0.023172888904809952
6,2,Jason Taylor,0.11511918902397156,0.0344834104180336
6,3,Jason Taylor,0.1333584487438202,0.03410797193646431
6,4,Jason Taylor,0.1436668038368225,0.04306037724018097
6,5,Jason Taylor,0.1694791167974472,0.0362963043153286
6,6,Jason Taylor,0.2049257606267929,0.044952165335416794
6,7,Jason Taylor,0.21579140424728394,0.04201006516814232
6,8,Jason Taylor,0.2591248154640198,0.046636734157800674
6,9,Jason Taylor,0.3129270076751709,0.04787099361419678
6,10,Jason Taylor,0.3607393205165863,0.12867014110088348
6,1,Kristi Yamaguchi,0.09429541230201721,0.022312361747026443
6,2,Kristi Yamaguchi,0.10499739646911621,0.028820805251598358
6,3,Kristi Yamaguchi,0.12240403145551682,0.033685605973005295
6,4,Kristi Yamaguchi,0.1440497785806656,0.042931243777275085
6,5,Kristi Yamaguchi,0.15162473917007446,0.03523296117782593
6,6,Kristi Yamaguchi,0.17529460787773132,0.03694240748882294
6,7,Kristi Yamaguchi,0.21847876906394958,0.05490109696984291
6,8,Kristi Yamaguchi,0.26871562004089355,0.05312322452664375
6,9,Kristi Yamaguchi,0.32829463481903076,0.04880579560995102
6,10,Kristi Yamaguchi,0.3039456009864807,0.11421406269073486
6,1,Mario,0.10432914644479752,0.025118280202150345
6,2,Mario,0.10948939621448517,0.02824743650853634
6,3,Mario,0.14729264378547668,0.04207151010632515
6,4,Mario,0.15041708946228027,0.042901910841464996
6,5,Mario,0.14871004223823547,0.03987516462802887
6,6,Mario,0.13776999711990356,0.03304265812039375
6,7,Mario,0.10526156425476074,0.031039725989103317
6,8,Mario,0.029223911464214325,0.00853357557207346
6,1,Marissa Jaret Winokur,0.0966903418302536,0.023650331422686577
6,2,Marissa Jaret Winokur,0.12340223044157028,0.04124096781015396
6,3,Marissa Jaret Winokur,0.15350688993930817,0.041356828063726425
6,4,Marissa Jaret Winokur,0.1572209894657135,0.03889019414782524
6,5,Marissa Jaret Winokur,0.18041864037513733,0.0383734405040741
6,6,Marissa Jaret Winokur,0.1979682892560959,0.04950641468167305
6,7,Marissa Jaret Winokur,0.21192006766796112,0.05510472506284714
6,8,Marissa Jaret Winokur,0.1753086894750595,0.037805695086717606
6,9,Marissa Jaret Winokur,0.054483912885189056,0.013056471012532711
6,1,Marlee Matlin,0.09510526061058044,0.022473551332950592
6,2,Marlee Matlin,0.10181982070207596,0.02839493192732334
6,3,Marlee Matlin,0.09955985099077225,0.02682705782353878
6,4,Marlee Matlin,0.08240018784999847,0.022328797727823257
6,5,Marlee Matlin,0.05382922664284706,0.01867208629846573
6,6,Marlee Matlin,0.017993643879890442,0.0052545382641255856
6,1,Monica Seles,0.05487564578652382,0.013619756326079369
6,2,Monica Seles,0.021384334191679955,0.006515764631330967
6,1,Penn Jillette,0.05534021928906441,0.011622580699622631
6,2,Penn Jillette,0.0192816574126482,0.0048026652075350285
6,1,Priscilla Presley,0.07739777117967606,0.01872003823518753
6,2,Priscilla Presley,0.07428506016731262,0.02190786600112915
6,3,Priscilla Presley,0.052422069013118744,0.018413515761494637
6,4,Priscilla Presley,0.028338797390460968,0.010638107545673847
6,5,Priscilla Presley,0.01203538291156292,0.003879230935126543
6,1,Shannon Elizabeth,0.08659546822309494,0.02257782593369484
6,2,Shannon Elizabeth,0.1254691183567047,0.03981354087591171
6,3,Shannon Elizabeth,0.11672589927911758,0.032683905214071274
6,4,Shannon Elizabeth,0.12060878425836563,0.03416198119521141
6,5,Shannon Elizabeth,0.10504573583602905,0.02770068123936653
6,6,Shannon Elizabeth,0.06979969143867493,0.0250307098031044
6,7,Shannon Elizabeth,0.01936289295554161,0.005790382623672485
6,1,Steve Guttenberg,0.06560246646404266,0.016541900113224983
6,2,Steve Guttenberg,0.027708813548088074,0.009813613258302212
6,3,Steve Guttenberg,0.01141919381916523,0.0032771790865808725
7,1,Brooke Burke,0.08625920116901398,0.01967955008149147
7,2,Brooke Burke,0.10835067927837372,0.02960439771413803
7,3,Brooke Burke,0.12780165672302246,0.03659360483288765
7,4,Brooke Burke,0.14027270674705505,0.035528942942619324
7,5,Brooke Burke,0.14995862543582916,0.03816954791545868
7,6,Brooke Burke,0.16832910478115082,0.040082089602947235
7,7,Brooke Burke,0.2036827653646469,0.04503423720598221
7,8,Brooke Burke,0.2640787363052368,0.05214141681790352
7,9,Brooke Burke,0.3279789686203003,0.057826556265354156
7,10,Brooke Burke,0.346912145614624,0.11938349902629852
7,1,Cloris Leachman,0.0959218442440033,0.02481706812977791
7,2,Cloris Leachman,0.111123226583004,0.036708030849695206
7,3,Cloris Leachman,0.1232127696275711,0.038690149784088135
7,4,Cloris Leachman,0.09003955870866776,0.02718622237443924
7,5,Cloris Leachman,0.06266069412231445,0.01872793585062027
7,6,Cloris Leachman,0.019899142906069756,0.0056233531795442104
7,1,Cody Linley,0.09423821419477463,0.021785996854305267
7,2,Cody Linley,0.11331676691770554,0.02783162333071232
7,3,Cody Linley,0.13837164640426636,0.041517794132232666
7,4,Cody Linley,0.14803297817707062,0.03762989118695259
7,5,Cody Linley,0.16868305206298828,0.04169750213623047
7,6,Cody Linley,0.19478778541088104,0.045550763607025146
7,7,Cody Linley,0.2073204219341278,0.042053740471601486
7,8,Cody Linley,0.18919135630130768,0.04344381392002106
7,9,Cody Linley,0.05158945545554161,0.01258347649127245
7,1,Jeffrey Ross,0.03305827081203461,0.006063439883291721
7,1,Kim Kardashian,0.0493505485355854,0.012983531691133976
7,2,Kim Kardashian,0.014584992080926895,0.00456615025177598
7,1,Lance Bass,0.08524606376886368,0.020649859681725502
7,2,Lance Bass,0.10870759189128876,0.02880125679075718
7,3,Lance Bass,0.14800579845905304,0.045140139758586884
7,4,Lance Bass,0.16228826344013214,0.039376311004161835
7,5,Lance Bass,0.18063360452651978,0.03846849873661995
7,6,Lance Bass,0.19332799315452576,0.05149240791797638
7,7,Lance Bass,0.23167617619037628,0.047293711453676224
7,8,Lance Bass,0.25496652722358704,0.049668945372104645
7,9,Lance Bass,0.2842223048210144,0.05648884177207947
7,10,Lance Bass,0.32677850127220154,0.11665710806846619
7,1,Maurice Greene,0.09968489408493042,0.024057291448116302
7,2,Maurice Greene,0.11019732803106308,0.03007078729569912
7,3,Maurice Greene,0.15484416484832764,0.05116346850991249
7,4,Maurice Greene,0.14686834812164307,0.03572526574134827
7,5,Maurice Greene,0.15268658101558685,0.03233752399682999
7,6,Maurice Greene,0.1576009839773178,0.03905491158366203
7,7,Maurice Greene,0.10911013931035995,0.03338468819856644
7,8,Maurice Greene,0.02764640562236309,0.007861367426812649
7,1,Misty May-Treanor,0.08886899054050446,0.02050388790667057
7,2,Misty May-Treanor,0.0964379608631134,0.027101872488856316
7,1,Rocco DiSpirito,0.07397820055484772,0.019651534035801888
7,2,Rocco DiSpirito,0.04818173497915268,0.016680970788002014
7,3,Rocco DiSpirito,0.02150614559650421,0.008043342269957066
7,4,Rocco DiSpirito,0.01078828889876604,0.0038606522139161825
7,1,Susan Lucci,0.09574441611766815,0.021453043445944786
7,2,Susan Lucci,0.11249708384275436,0.031173337250947952
7,3,Susan Lucci,0.11900615692138672,0.036230381578207016
7,4,Susan Lucci,0.12191109359264374,0.03595191612839699
7,5,Susan Lucci,0.11286347359418869,0.026342839002609253
7,6,Susan Lucci,0.06492767482995987,0.022517025470733643
7,7,Susan Lucci,0.019337894394993782,0.006402071565389633
7,1,Ted McGinley,0.03330259397625923,0.006843121722340584
7,1,Toni Braxton,0.07230747491121292,0.01789025217294693
7,2,Toni Braxton,0.05320553481578827,0.01950615458190441
7,3,Toni Braxton,0.0354461595416069,0.013952513225376606
7,4,Toni Braxton,0.021606549620628357,0.008454249240458012
7,5,Toni Braxton,0.009794934652745724,0.0030821352265775204
7,1,Warren Sapp,0.0920393168926239,0.022325439378619194
7,2,Warren Sapp,0.12339707463979721,0.03500532731413841
7,3,Warren Sapp,0.13180555403232574,0.03912539780139923
7,4,Warren Sapp,0.15819217264652252,0.039399053901433945
7,5,Warren Sapp,0.1627192497253418,0.0336657352745533
7,6,Warren Sapp,0.20112740993499756,0.05015879124403
7,7,Warren Sapp,0.22887273132801056,0.040310490876436234
7,8,Warren Sapp,0.26411697268486023,0.051097527146339417
7,9,Warren Sapp,0.33620914816856384,0.05546185001730919
7,10,Warren Sapp,0.32630935311317444,0.1101527065038681
8,1,Belinda Carlisle,0.043757181614637375,0.00971904769539833
8,2,Belinda Carlisle,0.011037766002118587,0.0031007893849164248
8,1,Chuck Wicks,0.08477962762117386,0.01669859141111374
8,2,Chuck Wicks,0.1148650199174881,0.03109821304678917
8,3,Chuck Wicks,0.10635410249233246,0.03119553066790104
8,4,Chuck Wicks,0.1276511251926422,0.029083793982863426
8,5,Chuck Wicks,0.12917689979076385,0.03144611790776253
8,6,Chuck Wicks,0.11235812306404114,0.036759115755558014
8,7,Chuck Wicks,0.06929708272218704,0.024722427129745483
8,8,Chuck Wicks,0.017751365900039673,0.0052055781707167625
8,1,David Alan Grier,0.06936612725257874,0.01706700585782528
8,2,David Alan Grier,0.053631242364645004,0.01739146187901497
