group_id,season,week,n_active,p_max_hat,gap_top1_top2_hat,entropy_hat,H_norm_hat,D_entropy_hat,kl_y_yhat,top1_hat,alpha
53,6,1.9886829158928772,3,0.3472064015947995,0.005059276303503724,1.097421831474374,0.9989163991646416,0.0010836008353584115,0.000775032181142203,Cristian de la Fuente,0.7
54,7,-1.28945665124277,13,0.16051178468144414,0.01845627631763766,2.4700876715273563,0.9630161563782053,0.03698384362179474,0.1307873740197527,Cloris Leachman,0.7
55,7,-0.9252189215610312,11,0.1076798097769715,0.0001345713368764434,2.385668569391142,0.9949010686388485,0.005098931361151471,0.07691682877880171,Brooke Burke,0.7
56,7,-0.5609811918792926,9,0.13884413641467905,0.005809444879692899,2.1809652668609405,0.9926000689037482,0.0073999310962518106,0.05891229932764685,Warren Sapp,0.7
57,7,-0.196743462197554,9,0.13551455289417957,0.004535750460189947,2.1689809202546213,0.9871457577104662,0.012854242289533802,0.06922850465490031,Brooke Burke,0.7
58,7,0.1674942674841845,8,0.14531850238934668,0.0005018809318496908,2.0555902269185675,0.9885299421584122,0.011470057841587833,0.0594909714168279,Cody Linley,0.7
59,7,0.5317319971659231,7,0.16180865644662304,0.002225145664837863,1.9289512448126753,0.9912848472213011,0.008715152778698942,0.06748532088125592,Cody Linley,0.7
60,7,0.8959697268476617,6,0.1951373081061517,0.014328131902994784,1.7808202228379675,0.9938946903432299,0.0061053096567701415,0.0903420774430517,Lance Bass,0.7
61,7,1.2602074565294004,5,0.2174129876927329,0.006062126886066971,1.6061730353546118,0.9979714178134709,0.0020285821865291265,0.11094529360469155,Lance Bass,0.7
62,7,1.6244451862111389,4,0.27556518105534705,0.009298310126125864,1.382377744043508,0.997174757983421,0.002825242016578966,0.11775426521890694,Lance Bass,0.7
63,7,1.9886829158928772,3,0.34708459506604755,0.008232719792698184,1.0977189909323133,0.9991868853598211,0.000813114640178858,0.002501039474896105,Lance Bass,0.7
64,8,-1.28945665124277,13,0.14327848152959943,0.025431989499723154,2.4945810728659823,0.9725654292585347,0.02743457074146527,0.11188750072907155,Belinda Carlisle,0.7
65,8,-0.9252189215610312,13,0.09507828380370498,0.0016632488529335493,2.549753659698084,0.9940756343905006,0.005924365609499382,0.06216343771164781,Gilles Marini,0.7
66,8,-0.5609811918792926,12,0.10313803577703738,0.00046888145184441343,2.45909108151376,0.989611051072505,0.010388948927494979,0.060547982736169764,Shawn Johnson,0.7
67,8,-0.196743462197554,11,0.11511362909199403,0.003125515117709421,2.3610859250001424,0.984649309660938,0.015350690339062,0.0758051813175394,Melissa Rycroft,0.7
68,8,0.1674942674841845,9,0.1310360411650448,0.005402392195798328,2.181286720869352,0.9927463689277544,0.0072536310722456365,0.0697781485315385,Gilles Marini,0.7
69,8,0.5317319971659231,8,0.1403623106456277,0.003146588493943392,2.0733531796476825,0.9970721167630253,0.002927883236974682,0.09768498291349953,Shawn Johnson,0.7
70,8,0.8959697268476617,7,0.16011046702940362,0.0036034136150599194,1.9390519621790974,0.9964755891326507,0.003524410867349337,0.10422929563228822,Shawn Johnson,0.7
71,8,1.2602074565294004,6,0.18802948633771635,0.010079216770254362,1.7877976662025632,0.9977888756311701,0.0022111243688298643,0.11893755052410016,Ty Murray,0.7
72,8,1.6244451862111389,5,0.21530299597776084,0.0026568552321342975,1.6061312593099424,0.99794546089749,0.002054539102509967,0.11236301819240492,Ty Murray,0.7
73,8,1.9886829158928772,4,0.2572155687452083,0.00015011636481454538,1.3855877743628187,0.9994903053948073,0.0005096946051926787,0.11845134294767704,Shawn Johnson,0.7
74,8,2.352920645574616,3,0.34371896344250064,0.0152439969231426,1.0983704910704515,0.9997799063417073,0.0002200936582926749,0.0015407000621479178,Shawn Johnson,0.7
75,9,-1.28945665124277,16,0.14515106560751956,0.03726291758618093,2.6538370494530463,0.9571693876433272,0.04283061235667285,0.12025020991980033,Joanna Krupa,0.7
76,9,-0.9252189215610312,14,0.09266234040133862,0.004539095691683273,2.618405509029753,0.9921745464360503,0.007825453563949702,0.06352829791488122,Aaron Carter,0.7
77,9,-0.5609811918792926,13,0.09763386735873127,0.0032524142969423686,2.5439772993546894,0.9918235975904013,0.008176402409598715,0.10725670597257556,Mya,0.7
78,9,-0.196743462197554,11,0.11259068619266487,0.003949618721723877,2.378964334657345,0.9921051855951435,0.00789481440485651,0.0947531132857755,Mya,0.7
79,9,0.1674942674841845,10,0.11846684446078143,0.002168493904693397,2.2860062111983592,0.992799883120007,0.0072001168799930015,0.09659690742415603,Donny Osmond,0.7
80,9,0.5317319971659231,9,0.13351952155159028,0.0037623827655846598,2.178148877296891,0.9913182747744179,0.008681725225582082,0.11912669760897401,Donny Osmond,0.7
81,9,0.8959697268476617,7,0.16638243972324435,0.01186451442588668,1.9371363466444802,0.9954911574847932,0.004508842515206779,0.1529011035891184,Joanna Krupa,0.7
82,9,1.2602074565294004,5,0.21645939463950203,0.00796223842795496,1.6068375239143418,0.9983842877692463,0.0016157122307537408,0.12589595289432906,Kelly Osbourne,0.7
83,9,1.6244451862111389,4,0.2646639467447614,0.0028421534727063325,1.3838856330568126,0.9982624699842736,0.0017375300157264073,0.13307880187691604,Kelly Osbourne,0.7
84,9,1.9886829158928772,3,0.349015410529939,0.02199834913767429,1.098055998031594,0.9994936424412382,0.0005063575587618274,0.0026571686934118884,Donny Osmond,0.7
85,10,-1.28945665124277,11,0.19479839943435762,0.058895297655901124,2.291009063003515,0.9554249883189777,0.04457501168102229,0.08924823874077131,Evan Lysacek,0.7
86,10,-0.9252189215610312,11,0.1188171668417862,0.008973217580075174,2.3766589721200466,0.9911437747431142,0.008856225256885786,0.04660194286886541,Nicole Scherzinger,0.7
87,10,-0.5609811918792926,10,0.12478275293938403,0.0011672854003981215,2.2729412185788753,0.9871258289192585,0.012874171080741514,0.04514530410493793,Evan Lysacek,0.7
88,10,-0.196743462197554,9,0.13739538693204253,0.006112635274256928,2.1732190670565035,0.9890746214441043,0.010925378555895704,0.06121495162169803,Evan Lysacek,0.7
89,10,0.1674942674841845,8,0.15106488787836236,0.0005905900770241113,2.0580014531076603,0.9896894968469008,0.010310503153099226,0.07837729883039271,Nicole Scherzinger,0.7
90,10,0.5317319971659231,7,0.17140741495137732,0.0030435358788004074,1.926286355016994,0.9899153647727024,0.010084635227297634,0.08493894058296661,Nicole Scherzinger,0.7
91,10,0.8959697268476617,6,0.1938389718817528,0.005317238229856303,1.7780575327182049,0.9923528036295222,0.007647196370477838,0.08489031244631917,Chad Ochocinco,0.7
92,10,1.2602074565294004,5,0.21100540185535896,0.002243860392890845,1.6074186548300853,0.9987453647087503,0.001254635291249695,0.1031229780016809,Erin Andrews,0.7
93,10,1.6244451862111389,4,0.26611560362911857,0.010280086435535907,1.3846693362830398,0.998827792363277,0.0011722076367229883,0.11265450774141317,Erin Andrews,0.7
94,10,1.9886829158928772,3,0.3467733646039293,0.011189160045416535,1.097962082586559,0.9994081569191812,0.0005918430808188324,5.062313195943477e-05,Erin Andrews,0.7
95,11,-1.28945665124277,12,0.15232183403045715,0.029489950666094597,2.418951554716207,0.9734577171832912,0.026542282816708784,0.13172845932858007,David Hasselhoff,0.7
96,11,-0.9252189215610312,11,0.10504912745311995,0.002403140329521866,2.38113107995747,0.9930087885692619,0.006991211430738109,0.056378160380388204,Jennifer Grey,0.7
97,11,-0.5609811918792926,10,0.11177534681361385,0.00028358709744347177,2.287145714635734,0.9932947631749686,0.006705236825031435,0.07641041999395111,Kyle Massey,0.7
98,11,-0.196743462197554,9,0.133333733924792,0.002892182781416869,2.1821652779053147,0.9931462174662355,0.006853782533764452,0.10059089086102187,Jennifer Grey,0.7
99,11,0.1674942674841845,8,0.15302742052360757,0.003944419294672902,2.05873701297168,0.9900432263696002,0.009956773630399818,0.10011352971168327,Brandy,0.7
100,11,0.5317319971659231,7,0.1754374860149665,0.014925661642909399,1.9299896833890164,0.9918184990843355,0.008181500915664497,0.09870911426515186,Brandy,0.7
101,11,0.8959697268476617,6,0.18980255752629543,0.005754850278451684,1.7834387564102414,0.995356121755897,0.00464387824410295,0.09699474617790406,Bristol Palin,0.7
102,11,1.2602074565294004,5,0.21744507250994113,0.010307679710269468,1.6069530767454419,0.998456084779996,0.0015439152200039663,0.1131870713474088,Bristol Palin,0.7
103,11,1.6244451862111389,4,0.27332082534902397,0.010396953476517257,1.381616709856106,0.9966257878593651,0.0033742121406349357,0.11785530766785886,Bristol Palin,0.7
104,11,1.9886829158928772,3,0.34760653342733977,0.021079168850930308,1.0981567423958882,0.9995853439134803,0.00041465608651969355,0.0033541990228506367,Bristol Palin,0.7
105,12,-1.28945665124277,11,0.16340946943464377,0.03081741484972597,2.326622519530737,0.9702769532614085,0.029723046738591496,0.08322565941552496,Kendra Wilkinson,0.7
106,12,-0.9252189215610312,11,0.11044731495958063,0.003603803907898856,2.3797034058002993,0.9924134022013225,0.007586597798677541,0.058893450644391616,Hines Ward,0.7
107,12,-0.5609811918792926,10,0.12020242663380076,0.0019453815145152181,2.279797917310188,0.9901036553423406,0.009896344657659428,0.07581053689458588,Hines Ward,0.7
108,12,-0.196743462197554,9,0.13167465907621967,0.005835682235052125,2.1805149847935468,0.992395136703354,0.007604863296646003,0.1009368230228587,Chelsea Kane,0.7
109,12,0.1674942674841845,8,0.1455586018157105,0.005273863817962687,2.068298801909452,0.9946414748637837,0.005358525136216263,0.09390637571695215,Chelsea Kane,0.7
110,12,0.5317319971659231,7,0.16319809309475045,0.0008089448055300097,1.9317914998781887,0.9927444495913756,0.007255550408624356,0.09548151647929684,Romeo,0.7
111,12,0.8959697268476617,6,0.18333135668594247,0.003549225057982025,1.7863208338038965,0.9969646397758392,0.0030353602241608435,0.10491430961464586,Chelsea Kane,0.7
112,12,1.2602074565294004,5,0.22068273269085845,0.006773719521698612,1.604189154745588,0.9967387634850889,0.003261236514911059,0.09436477659719109,Kirstie Alley,0.7
113,12,1.6244451862111389,4,0.28798756225110195,0.024560498760360816,1.3761249959342066,0.9926643536388124,0.007335646361187553,0.0795660048695485,Chelsea Kane,0.7
114,12,1.9886829158928772,3,0.3466339060874332,0.012400664417543228,1.0980423080276391,0.9994811812626258,0.0005188187373742492,0.009106895832816417,Chelsea Kane,0.7
115,13,-1.28945665124277,12,0.17020752998451164,0.03549139632187989,2.3900062884856084,0.9618092851453842,0.03819071485461578,0.13809969457755478,Kristin Cavallari,0.7
116,13,-0.9252189215610312,11,0.10796198615046133,0.00756974389219342,2.390625309380994,0.9969681897704847,0.003031810229515264,0.08035651736064728,J.R. Martinez,0.7
117,13,-0.5609811918792926,10,0.11439570617268006,0.0007797246948650777,2.291659438288023,0.9952550484499939,0.0047449515500060935,0.09234565301093042,J.R. Martinez,0.7
118,13,-0.196743462197554,9,0.1283056582696579,0.0020946840131037536,2.18267127728208,0.9933765077069259,0.006623492293074129,0.07424282805089098,Ricki Lake,0.7
119,13,0.1674942674841845,8,0.14095407016231534,0.0011700687682875965,2.063909719898489,0.9925307725800266,0.007469227419973357,0.07390850117872255,J.R. Martinez,0.7
120,13,0.5317319971659231,7,0.1686152527153001,0.011604377435458085,1.9365171377274124,0.9951729470487315,0.004827052951268507,0.10714171569700143,J.R. Martinez,0.7
121,13,0.8959697268476617,6,0.18084203686732778,0.002083908351990682,1.785007802686744,0.9962318231563638,0.003768176843636173,0.08609728358527868,J.R. Martinez,0.7
122,13,1.2602074565294004,5,0.22285418678866306,0.013598154808704382,1.605836480495161,0.9977623045218983,0.002237695478101709,0.11855005255770701,Hope Solo,0.7
123,13,1.6244451862111389,4,0.26075998106253084,0.004679124115732569,1.384929231569565,0.9990152671837871,0.0009847328162129187,0.10701881516339301,J.R. Martinez,0.7
124,13,1.9886829158928772,3,0.3367534012936655,0.004241586367761285,1.0985836347868174,0.9999739181132525,2.6081886747464367e-05,0.002281848452764381,Ricki Lake,0.7
125,14,-1.28945665124277,12,0.12242272477406024,0.01212280345910724,2.445509311521239,0.9841453447476095,0.015854655252390493,0.0738057379177093,Donald Driver,0.7
126,14,-0.9252189215610312,12,0.1094495100655667,0.012633513195652424,2.472985060734956,0.9952023996337805,0.004797600366219457,0.06772214804844108,William Levy,0.7
127,14,-0.5609811918792926,11,0.11903230117304525,0.012533734079357664,2.377425138067467,0.9914632907603946,0.008536709239605367,0.07459862486550242,William Levy,0.7
128,14,-0.196743462197554,10,0.12451335977480678,0.010432821781960047,2.2823525657947004,0.9912131250823668,0.008786874917633192,0.06868944820822816,William Levy,0.7
129,14,0.1674942674841845,9,0.1374495042097991,0.007035462368285561,2.175868077842578,0.9902802382087257,0.009719761791274317,0.07417548895466104,William Levy,0.7
130,14,0.5317319971659231,8,0.16113939890297532,0.009446274499217006,2.0579891666605414,0.9896835883147913,0.010316411685208693,0.0888130521648331,William Levy,0.7
131,14,0.8959697268476617,7,0.17160111375754683,0.007659076631784473,1.9349418832226222,0.9943634263699093,0.005636573630090735,0.08952008349448073,William Levy,0.7
132,14,1.2602074565294004,6,0.1883455094036238,0.007848607625898868,1.7847688476247254,0.9960984597969831,0.0039015402030169177,0.15371227635331358,William Levy,0.7
133,14,1.6244451862111389,4,0.269042366858123,0.011619416580718689,1.3841981547821618,0.9984879067559393,0.0015120932440606527,0.12876154622213318,William Levy,0.7
134,14,1.9886829158928772,3,0.33677897873150026,0.0038330902568433634,1.0985802437625654,0.9999708314699599,2.9168530040091234e-05,0.0009109503883782122,Donald Driver,0.7
135,15,-1.28945665124277,13,0.15399213142976328,0.011162326562240837,2.453353772713107,0.956492090409585,0.04350790959041495,0.1367102255742663,Apolo Anton Ohno,0.7
136,15,-0.9252189215610312,12,0.0955748139728289,0.002324825335754538,2.475515429959946,0.9962206951199332,0.003779304880066836,0.08237736408191744,Gilles Marini,0.7
137,15,-0.5609811918792926,11,0.10970568487870266,0.003962823053612896,2.3781873849645048,0.9917811724067221,0.008218827593277855,0.08991746504171295,Shawn Johnson,0.7
138,15,-0.196743462197554,9,0.12966021844769351,0.001171240333856155,2.1778817827834214,0.9911967148227296,0.008803285177270359,0.06300217132943929,Kelly Monaco,0.7
139,15,0.1674942674841845,8,0.1399556664451591,0.0031677985754991755,2.070369221202313,0.9956371360792408,0.004362863920759241,0.05529582282071383,Shawn Johnson,0.7
140,15,0.5317319971659231,8,0.13862780883108575,0.0009655935659861059,2.0669371424772507,0.9939866550937115,0.006013344906288465,0.0764030125102379,Melissa Rycroft,0.7
141,15,0.8959697268476617,7,0.16723580722797476,0.00704221604150887,1.9357973612518153,0.9948030551110454,0.005196944888954613,0.07961322015267921,Melissa Rycroft,0.7
142,15,1.2602074565294004,7,0.17618706497844006,0.006676994714672896,1.9232386466121827,0.9883491524754434,0.011650847524556585,0.13098797630668166,Melissa Rycroft,0.7
143,15,1.6244451862111389,5,0.21745025358371306,0.0009226462867123753,1.6044689477869964,0.9969126086761627,0.003087391323837285,0.18584619870858943,Melissa Rycroft,0.7
144,15,1.9886829158928772,3,0.33709553134999,0.0021549940876117724,1.0985437886430918,0.9999376485902037,6.235140979626852e-05,0.0027014363730204632,Kelly Monaco,0.7
145,16,-1.28945665124277,12,0.15672017139245079,0.017987566787459747,2.3963633027980396,0.9643675359001856,0.035632464099814354,0.09224885473015322,Alexandra Raisman,0.7
146,16,-0.9252189215610312,12,0.10671646410181103,0.006997828997775152,2.4677357494400853,0.9930899213661085,0.006910078633891481,0.050698437050249234,Zendaya,0.7
147,16,-0.5609811918792926,11,0.11043483993666461,0.0011655184772659116,2.3760962430459855,0.9909090984916346,0.009090901508365445,0.06764866465160953,Zendaya,0.7
148,16,-0.196743462197554,10,0.11841173432512793,0.00312799308669523,2.284254899541982,0.9920392981315496,0.007960701868450437,0.07164379740221859,Zendaya,0.7
149,16,0.1674942674841845,9,0.13269526336890244,0.005250729586331243,2.1760747433975665,0.9903742957561972,0.009625704243802824,0.062249163488925625,Zendaya,0.7
150,16,0.5317319971659231,8,0.1416395291842306,0.0017755088327603974,2.0652917215921884,0.9931953749100267,0.00680462508997326,0.06744623723455881,Zendaya,0.7
151,16,0.8959697268476617,7,0.16298669564936208,0.006945676145118346,1.9358541976765047,0.9948322632554795,0.005167736744520535,0.07980988535923622,Alexandra Raisman,0.7
152,16,1.2602074565294004,6,0.18765576564436576,0.0072308613642372566,1.7826786971146467,0.9949319245862166,0.005068075413783402,0.07843578128239648,Alexandra Raisman,0.7
153,16,1.6244451862111389,5,0.21203251586651473,0.004587663968133648,1.606870314766096,0.9984046618709752,0.0015953381290247926,0.09710920161669384,Jacoby Jones,0.7
154,16,1.9886829158928772,4,0.2594491382739077,0.00909278984170464,1.38597800873996,0.9997717999951504,0.00022820000484957692,0.0016352084817515058,Jacoby Jones,0.7
155,17,-1.28945665124277,12,0.13268301576021443,0.012478240173524599,2.423506637462988,0.9752908173310049,0.024709182668995133,0.09145863022955503,Amber Riley,0.7
156,17,-0.9252189215610312,12,0.09983110064313988,0.0017448554182613457,2.4718435148650033,0.9947430077809516,0.005256992219048406,0.06361106283839973,Jack Osbourne,0.7
157,17,-0.5609811918792926,11,0.11138655773541856,0.007151120803368646,2.3765273438342507,0.9910888814843096,0.008911118515690375,0.07022991390184728,Leah Remini,0.7
158,17,-0.196743462197554,10,0.11881724820014096,0.007435900963361955,2.285099502331461,0.9924061044624204,0.007593895537579609,0.08032215888564183,Leah Remini,0.7
159,17,0.1674942674841845,9,0.12629932164783467,0.004226296722357581,2.1849244354851054,0.9944019641970208,0.00559803580297924,0.08435005167264584,Jack Osbourne,0.7
160,17,0.5317319971659231,8,0.13532393805683937,0.0011888899819210708,2.0771962610639507,0.9989202482633529,0.0010797517366470943,0.09614865668283665,Amber Riley,0.7
161,17,0.8959697268476617,8,0.14262466484886213,0.0015385406768848586,2.0719456171060333,0.9963952222634992,0.0036047777365008082,0.13708300392179656,Amber Riley,0.7
162,17,1.2602074565294004,7,0.1633780271485955,0.004947642679507036,1.9341413872069382,0.9939520527943757,0.006047947205624293,0.09212042370392282,Jack Osbourne,0.7
163,17,1.6244451862111389,6,0.18414706810803388,0.005235307570699649,1.7854988996642007,0.9965059095981497,0.003494090401850336,0.12519853249425664,Jack Osbourne,0.7
164,17,1.9886829158928772,5,0.2120563683487706,0.003689445944030978,1.6076427511597442,0.998884603587074,0.0011153964129260174,0.11685025110282754,Amber Riley,0.7
165,17,2.352920645574616,4,0.26702937949077066,0.021880446202187903,1.3855285109194435,0.9994475558568756,0.0005524441431243865,0.007088341473091134,Amber Riley,0.7
166,18,-1.28945665124277,12,0.16544441579236124,0.02874380001859242,2.3839530820723493,0.9593732956832548,0.0406267043167452,0.1224618311532036,Charlie White,0.7
167,18,-0.9252189215610312,11,0.11859343341832876,0.012153775056302954,2.3776898896893868,0.9915737007624174,0.008426299237582646,0.054043213817531154,Danica McKellar,0.7
168,18,-0.5609811918792926,9,0.13414697586709765,0.005041803461092231,2.184822211681955,0.9943554401392596,0.005644559860740417,0.04013655014084296,Danica McKellar,0.7
